,아이디,맥주이름,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
509,"tp35282(1,447)",Tiger Beer,11-Jul-14,1.8,3,2,4,2,7
510,"TXBadger(2,811)",Tiger Beer,08-Jul-14,1.8,4,2,4,2,6
511,"beerbaaron(1,997)",Tiger Beer,07-Jul-14,2.1,4,1,5,2,9
512,MarinEvelyn(852),Tiger Beer,07-Jul-14,2.2,5,2,5,2,8
513,futre7(342),Tiger Beer,01-Jul-14,2.6,4,3,4,3,12
514,"MisoW(5,406)",Tiger Beer,29-Jun-14,1.8,3,2,3,2,8
515,"adasko(2,233)",Tiger Beer,29-Jun-14,2,4,3,4,4,5
516,hoptimusPrimed(155),Tiger Beer,27-Jun-14,2,3,3,4,3,7
517,generallee08(784),Tiger Beer,24-Jun-14,3.4,6,4,6,4,14
518,"Bricks(1,315)",Tiger Beer,24-Jun-14,2.7,6,2,6,4,9
519,"mauritsio(1,067)",Tiger Beer,23-Jun-14,2,4,2,4,2,8
520,"ARH(1,141)",Tiger Beer,22-Jun-14,2.2,5,2,4,2,9
521,"17Beer(1,413)",Tiger Beer,21-Jun-14,2.6,4,3,4,3,12
522,Armadill0(362),Tiger Beer,20-Jun-14,2.2,4,3,4,3,8
523,"miquelcrush(2,052)",Tiger Beer,18-Jun-14,2.2,4,3,4,3,8
524,"melush(10,149)",Tiger Beer,12-Jun-14,1.7,2,3,3,2,7
525,"Sissio(2,126)",Tiger Beer,09-Jun-14,2.9,4,4,6,4,11
526,"rok1024(1,416)",Tiger Beer,06-Jun-14,1.9,3,3,4,2,7
527,"ElDesmadre(6,596)",Tiger Beer,03-Jun-14,2.4,3,3,5,3,10
528,"Ngejo(1,000)",Tiger Beer,01-Jun-14,1.2,1,2,3,1,5
529,"ljthiessen(1,731)",Tiger Beer,31-May-14,2.3,5,2,5,2,9
530,Hidden_Pooch(518),Tiger Beer,28-May-14,1.7,4,2,3,2,6
531,"JohnnyJ(5,810)",Tiger Beer,27-May-14,1.2,2,2,2,2,4
532,BrewGoblin(632),Tiger Beer,27-May-14,1.4,2,4,2,2,4
533,massingasetta(967),Tiger Beer,05-Jan-15,3.5,7,4,7,3,14
534,"PeatyPete(1,160)",Tiger Beer,24-May-14,1.9,4,3,3,2,7
535,"tom10101(6,528)",Tiger Beer,22-May-14,1.9,4,3,4,2,6
536,"JulienHuxley(6,219)",Tiger Beer,22-May-14,2.1,4,3,4,2,8
537,tinylightsrecs(436),Tiger Beer,19-May-14,2.9,5,2,6,3,13
538,"ACHops(1,989)",Tiger Beer,17-May-14,2.6,4,3,5,2,12
539,Padchenko(674),Tiger Beer,14-May-14,2.6,4,2,6,3,11
540,Dzhigga(349),Tiger Beer,13-May-14,2.5,5,3,6,1,10
541,"RichTheVillan(10,528)",Tiger Beer,13-May-14,2.2,5,2,4,2,9
542,BrunoSanchez(190),Tiger Beer,12-May-14,1.4,2,3,3,1,5
543,"Hop_Hedonist(1,047)",Tiger Beer,11-May-14,1.5,3,5,3,1,3
544,maltman53(472),Tiger Beer,07-May-14,2.7,5,4,5,3,10
545,"hohops(1,903)",Tiger Beer,05-May-14,2.5,5,3,6,3,8
546,"Caytinator(1,005)",Tiger Beer,05-May-14,2.5,5,4,4,3,9
547,fhoublon(461),Tiger Beer,01-May-14,2.9,5,3,6,2,13
548,"JaKeAFC(1,767)",Tiger Beer,30-Apr-14,2.1,4,3,3,3,8
549,"coldbrewky(1,731)",Tiger Beer,28-Apr-14,1.8,2,2,4,2,8
550,LasseVPedersen(502),Tiger Beer,19-Apr-14,2.2,4,3,4,2,9
551,holdleder(530),Tiger Beer,13-Apr-14,3.5,7,4,7,3,14
552,"ThirstyBird(3,098)",Tiger Beer,12-Apr-14,1.9,4,3,3,2,7
553,"Cunningham(11,610)",Tiger Beer,09-Apr-14,2.1,3,3,3,2,10
554,"s_hartshorne(2,934)",Tiger Beer,06-Apr-14,2.4,5,2,5,3,9
555,pricey290483(854),Tiger Beer,04-Apr-14,2.3,3,3,5,2,10
556,MattiasA(862),Tiger Beer,04-Apr-14,1.6,3,4,3,3,3
557,"Renobob(2,063)",Tiger Beer,03-Apr-14,2.9,4,3,6,3,13
558,ajax1994(5),Tiger Beer,25-Mar-14,3.4,6,4,8,4,12
559,"Inbreak(9,635)",Tiger Beer,24-Mar-14,0.9,2,2,2,2,1
560,musinj6(510),Tiger Beer,22-Mar-14,2.5,4,3,5,3,10
561,tore_pettersen(195),Tiger Beer,21-Mar-14,2.1,4,3,4,2,8
562,neverleaveopen(254),Tiger Beer,19-Mar-14,3.3,6,4,6,4,13
563,"drsordr(3,869)",Tiger Beer,15-Mar-14,2.5,4,2,5,2,12
564,"Tonkun(1,295)",Tiger Beer,12-Mar-14,2.1,3,3,3,3,9
565,"jandd1983(6,602)",Tiger Beer,09-Mar-14,2.1,5,3,5,3,5
566,"mithe(2,741)",Tiger Beer,08-Mar-14,2,4,2,4,2,8
567,"arsol(1,888)",Tiger Beer,07-Mar-14,2.2,4,2,5,2,9
568,Braastad(465),Tiger Beer,28-Feb-14,2.1,4,3,4,2,8
569,Vcoggins(53),Tiger Beer,26-Feb-14,2.6,6,3,5,2,10
570,edsspoon(905),Tiger Beer,23-Feb-14,1.3,2,2,2,3,4
571,"Mr_Pink_152(10,328)",Tiger Beer,18-Feb-14,1.7,3,2,4,2,6
572,"Mark_Eck(2,000)",Tiger Beer,18-Feb-14,1.6,2,2,3,2,7
573,"beerfest5(1,763)",Tiger Beer,17-Feb-14,2.2,5,2,3,2,10
574,"ansalon(4,964)",Tiger Beer,15-Feb-14,2,4,2,4,2,8
575,"AgentAle(2,707)",Tiger Beer,13-Feb-14,2.1,2,2,3,1,13
576,biokid23(102),Tiger Beer,12-Feb-14,3.2,5,3,7,5,12
577,"MarkoNm(4,820)",Tiger Beer,21-Jul-15,2.4,4,3,5,3,9
578,Cory(382),Tiger Beer,07-Feb-14,2.6,4,3,6,3,10
579,MRMedellin(394),Tiger Beer,07-Feb-14,2.6,5,3,5,3,10
580,"sic1314(4,770)",Tiger Beer,05-Feb-14,2.3,5,3,4,2,9
581,Creedence(436),Tiger Beer,05-Feb-14,2.3,4,3,5,3,8
582,"ineedbeer(3,338)",Tiger Beer,04-Feb-14,2.5,4,4,5,3,9
583,"GoufCustom(3,015)",Tiger Beer,27-Jan-14,0.9,2,3,1,1,2
584,Frode(383),Tiger Beer,26-Jan-14,2.2,3,3,5,3,8
585,"PriorL(3,067)",Tiger Beer,24-Jan-14,1.5,4,2,3,2,4
586,"Beerhunter111(34,257)",Tiger Beer,19-Jan-14,1.8,3,2,3,2,8
587,"Panzuriel(2,662)",Tiger Beer,19-Jan-14,1,3,1,2,1,3
588,thebigkahuna(27),Tiger Beer,19-Jan-14,4,8,4,8,4,16
589,brandon1989(847),Tiger Beer,19-Jan-14,2.8,7,2,7,2,10
590,"Lore(4,697)",Tiger Beer,19-Jan-14,0.6,1,2,1,1,1
591,"jjsint(5,753)",Tiger Beer,14-Jan-14,2.6,4,4,6,2,10
592,"WillemsUrenkel(3,640)",Tiger Beer,11-Jan-14,1.9,3,4,3,2,7
593,bjakk(930),Tiger Beer,11-Jan-14,2.8,5,4,5,4,10
594,Westkyoto77(647),Tiger Beer,04-Jan-14,1.8,3,2,3,2,8
595,foyle(642),Tiger Beer,01-Jan-14,3.2,6,4,7,3,12
596,"rennat42(4,135)",Tiger Beer,30-Dec-13,1.9,3,3,3,3,7
597,"MrTipple(13,257)",Tiger Beer,29-Dec-13,2,3,2,5,3,7
598,Deu(949),Tiger Beer,29-Dec-13,0.8,2,1,2,1,2
599,Pijiuke(93),Tiger Beer,25-Dec-13,2.1,3,3,4,3,8
600,"Jorn69(5,346)",Tiger Beer,16-Dec-13,2,3,2,4,3,8
601,1901(32),Tiger Beer,10-Dec-13,4,8,4,8,4,16
602,"MiP(18,243)",Tiger Beer,09-Dec-13,2.5,4,3,5,3,10
603,elamericano(36),Tiger Beer,10-Aug-15,2.3,2,2,5,2,12
604,"Erzengel(13,338)",Tiger Beer,01-Dec-13,2.1,4,4,4,3,6
605,"angelkostvo(1,249)",Tiger Beer,01-Dec-13,1.9,4,2,4,1,8
606,"kalervo(1,199)",Tiger Beer,29-Nov-13,2,4,3,4,2,7
607,toml219(284),Tiger Beer,26-Nov-13,2.6,4,2,6,3,11
608,"callmemickey(4,561)",Tiger Beer,24-Nov-13,2,4,2,4,3,7
609,"NeoHippie2(1,074)",Tiger Beer,24-Nov-13,0.9,2,1,1,2,3
610,RihardsF(244),Tiger Beer,18-Nov-13,1,1,2,2,1,4
611,Leesir(1),Tiger Beer,18-Nov-13,0.6,1,2,1,1,1
612,"Calisky(4,495)",Tiger Beer,17-Nov-13,2,4,2,4,2,8
613,Malty_MacHops(688),Tiger Beer,15-Nov-13,1.6,3,3,3,3,4
614,"StevieT(2,007)",Tiger Beer,15-Nov-13,1.7,3,3,3,2,6
615,sailracer(486),Tiger Beer,10-Nov-13,3.1,5,3,7,3,13
616,"bobroman(1,511)",Tiger Beer,08-Nov-13,2,3,2,5,3,7
617,lachrymalisis(441),Tiger Beer,06-Nov-13,3.8,6,5,7,5,15
618,petewhitley(600),Tiger Beer,04-Nov-13,2.8,4,3,6,3,12
619,"Itzjerm(3,804)",Tiger Beer,03-Nov-13,2.1,2,3,3,4,9
620,Wischylini(424),Tiger Beer,03-Nov-13,0.8,1,1,2,2,2
621,patxa(227),Tiger Beer,03-Nov-13,2,4,2,5,1,8
622,"GIJOE(1,269)",Tiger Beer,28-Oct-13,2.2,4,2,5,2,9
623,"bursprak(3,282)",Tiger Beer,25-Oct-13,1.8,4,2,4,2,6
624,GMills95(8),Tiger Beer,23-Oct-13,1,3,1,2,1,3
625,Zarkam(539),Tiger Beer,13-Oct-13,1.9,4,3,3,2,7
626,"Cousin_Larry(1,001)",Tiger Beer,28-Oct-13,3.5,7,4,8,3,13
627,lachneger(393),Tiger Beer,10-Oct-13,1.6,3,2,3,2,6
628,"IPAgutten79(1,054)",Tiger Beer,07-Oct-13,1.9,3,3,3,2,8
629,wisdomsolo(472),Tiger Beer,06-Oct-13,2.5,4,3,6,3,9
630,BierFiend(248),Tiger Beer,05-Oct-13,3,4,3,7,5,11
631,Jado(805),Tiger Beer,05-Oct-13,2,4,3,3,2,8
632,"StilleStorm(1,684)",Tiger Beer,04-Oct-13,1.9,3,3,3,2,8
633,"Christos(6,100)",Tiger Beer,03-Oct-13,2.3,4,2,5,2,10
634,"AshtonMcCobb(11,556)",Tiger Beer,27-Sep-13,2,4,3,3,2,8
635,"kraddel(10,779)",Tiger Beer,14-Sep-13,3.3,6,3,6,3,15
636,"blackisle(4,240)",Tiger Beer,08-Feb-17,2.7,6,2,6,3,10
637,"allmyvinyl(14,421)",Tiger Beer,02-Sep-13,2.5,5,4,4,2,10
638,Brucebirding(4),Tiger Beer,01-Sep-13,3.9,6,4,8,4,17
639,"olr1984(1,500)",Tiger Beer,29-Aug-13,1.1,2,2,2,2,3
640,GandGKevin(934),Tiger Beer,26-Aug-13,1.4,2,3,2,3,4
641,"Huhzubendah(3,781)",Tiger Beer,26-Aug-13,2.7,5,4,5,3,10
642,"Vighals(7,397)",Tiger Beer,25-Aug-13,1.5,4,3,3,2,3
643,"Strangebrewer(1,837)",Tiger Beer,22-Aug-13,3.1,5,2,6,3,15
644,"Grumbo(13,093)",Tiger Beer,22-Aug-13,2.2,5,3,4,2,8
645,wildbeercat(356),Tiger Beer,21-Aug-13,1.9,4,2,4,1,8
646,"Marduk(14,656)",Tiger Beer,19-Aug-13,1.1,2,2,2,1,4
647,"andrepintado(4,000)",Tiger Beer,19-Aug-13,2,5,1,5,1,8
648,SamTheBarrel(950),Tiger Beer,20-Dec-17,2,5,3,5,2,5
649,smmaaren(588),Tiger Beer,11-Aug-13,2.1,5,3,5,2,6
650,"hman43(3,457)",Tiger Beer,11-Aug-13,1.9,3,3,4,3,6
651,"gunnar(13,787)",Tiger Beer,10-Aug-13,2.2,4,3,4,3,8
652,"VastActiv(12,064)",Tiger Beer,10-Aug-13,1.9,4,2,4,2,7
653,LED40(146),Tiger Beer,09-Aug-13,2.9,4,3,5,4,13
654,"mike_77(11,143)",Tiger Beer,05-Sep-17,2.5,5,3,5,2,10
655,"yiannnos(1,254)",Tiger Beer,05-Aug-13,1.5,2,3,3,2,5
656,tonioriol(6),Tiger Beer,05-Aug-13,3.9,10,5,10,5,9
657,"shoulderbroken(4,258)",Tiger Beer,02-Aug-13,1.8,3,3,3,2,7
658,HoppyBudgie(940),Tiger Beer,29-Jul-13,2,4,2,4,2,8
659,Beerowulf(136),Tiger Beer,26-Jul-13,1.9,2,2,5,3,7
660,"ghawener(1,656)",Tiger Beer,24-Jul-13,1.5,2,2,3,2,6
661,CPH2200(345),Tiger Beer,23-Jul-13,2,3,2,3,3,9
662,"danlo(7,350)",Tiger Beer,19-Jul-13,2,4,3,3,2,8
663,DandyLion(518),Tiger Beer,16-Jul-13,2.5,5,2,6,2,10
664,"lesifflebiere(1,926)",Tiger Beer,14-Jul-13,2.2,5,2,5,1,9
665,"AndyW68(2,013)",Tiger Beer,11-Jul-13,2.1,3,5,3,4,6
666,"BOSSbrewer(2,705)",Tiger Beer,09-Jul-13,1.9,4,2,4,2,7
667,"Psytron(4,649)",Tiger Beer,08-Jul-13,1.8,4,2,3,2,7
668,"thorongil2(5,605)",Tiger Beer,08-Jul-13,2.1,5,3,3,3,7
669,"Beergeek23322(2,602)",Tiger Beer,08-Jul-13,1.7,3,2,2,1,9
670,ezekiel(2),Tiger Beer,07-Jul-13,3.3,8,5,8,4,8
671,mashvivian(2),Tiger Beer,06-Jul-13,2.3,5,5,4,4,5
672,"bpreo(3,621)",Tiger Beer,04-Jul-13,1.9,5,3,2,3,6
673,nikolianidvora(12),Tiger Beer,03-Jul-13,3.4,7,4,7,3,13
674,"jtclockwork(20,934)",Tiger Beer,02-Jul-13,1.9,3,3,4,2,7
675,HipHopOpotamus(232),Tiger Beer,11-Nov-13,2.2,3,3,4,2,10
676,"LLCoolDave(1,265)",Tiger Beer,29-Jun-13,2.9,6,3,5,3,12
677,"Theydon_Bois(31,349)",Tiger Beer,24-Jun-13,1.7,4,2,3,3,5
678,corpsuckle(101),Tiger Beer,22-Jun-13,3.4,5,3,8,3,15
679,"GTAEgeek(4,332)",Tiger Beer,21-Jun-13,2.8,4,2,5,3,14
680,"Bendrixian(1,515)",Tiger Beer,16-Jun-13,1.6,2,3,4,2,5
681,hens(808),Tiger Beer,11-Jun-13,2.1,4,2,4,2,9
682,"EddyBeer1(1,058)",Tiger Beer,09-Jun-13,1.1,1,1,3,2,4
683,"jmagnus87(2,903)",Tiger Beer,05-Jun-13,2.1,4,2,4,2,9
684,"pictoman(2,234)",Tiger Beer,04-Jun-13,1.3,3,2,2,2,4
685,deaconmike(470),Tiger Beer,02-Jun-13,2.4,5,2,5,2,10
686,DylansDad(844),Tiger Beer,01-Jun-13,1.3,3,3,2,2,3
687,andriesradu(689),Tiger Beer,31-May-13,1.9,3,2,4,2,8
688,20107589(748),Tiger Beer,31-May-13,2.3,4,2,4,2,11
689,"jimhilt(2,730)",Tiger Beer,29-May-13,2.5,5,3,5,2,10
690,"jookos(8,422)",Tiger Beer,28-May-13,2,5,3,4,2,6
691,"Gorm(1,897)",Tiger Beer,30-Jul-13,1.8,2,3,4,2,7
692,"Kita(3,442)",Tiger Beer,25-May-13,2.1,4,3,4,2,8
693,"nilsas(7,000)",Tiger Beer,24-May-13,2.3,4,3,5,4,7
694,"rjplumer(1,390)",Tiger Beer,19-May-13,2.1,3,2,5,2,9
695,"DedicatedToFun(3,984)",Tiger Beer,17-May-13,1.6,3,2,3,2,6
696,HopRedHead(397),Tiger Beer,16-May-13,1.5,2,3,3,2,5
697,"Rob_D_UK(1,366)",Tiger Beer,16-May-13,2.1,4,3,4,3,7
698,"ABS(1,219)",Tiger Beer,11-May-13,2.2,4,3,4,3,8
699,TizzleJizzle(827),Tiger Beer,06-May-13,1.7,4,1,3,2,7
700,"KeefOz(3,203)",Tiger Beer,05-May-13,3.2,8,3,8,3,10
701,"SVD(4,178)",Tiger Beer,30-Apr-13,2.8,6,3,6,3,10
702,stoutchap(425),Tiger Beer,27-Apr-13,2.8,5,3,7,3,10
703,"artyom(1,557)",Tiger Beer,20-Apr-13,1.9,4,2,4,2,7
704,"ruigo(3,079)",Tiger Beer,09-Apr-13,2,5,2,5,2,6
705,"tampierre(1,486)",Tiger Beer,07-Apr-13,1.7,3,2,3,2,7
706,"3fourths(9,493)",Tiger Beer,03-Apr-13,1.5,3,3,3,1,5
707,"Rrauth(1,196)",Tiger Beer,29-Mar-13,1.5,3,3,2,1,6
708,Abrakarl(437),Tiger Beer,29-Mar-13,1.4,2,2,3,2,5
709,"kryon(4,719)",Tiger Beer,25-Mar-13,2.6,4,2,6,2,12
710,"OllieBBommel(1,529)",Tiger Beer,23-Mar-13,1,2,2,2,2,2
711,"DCLawyer(3,007)",Tiger Beer,22-Mar-13,2.3,4,2,4,3,10
712,"The_Osprey(10,583)",Tiger Beer,20-Mar-13,2.1,4,3,3,3,8
713,"TheJestersBeer(2,431)",Tiger Beer,18-Mar-13,1.6,3,2,3,2,6
714,"jkwalking05(4,743)",Tiger Beer,16-Mar-13,2,3,2,5,2,8
715,"travita(5,007)",Tiger Beer,16-Mar-13,1.9,3,3,4,3,6
716,Graham77(589),Tiger Beer,29-Aug-15,2.5,4,3,6,3,9
717,LesArgen(652),Tiger Beer,05-Mar-13,2.4,5,1,6,2,10
718,Benfi(692),Tiger Beer,23-Feb-13,2,3,3,3,2,9
719,rickyleepotts(100),Tiger Beer,18-Feb-13,2.5,3,2,4,4,12
720,"Art(3,223)",Tiger Beer,18-Feb-13,1.8,4,2,5,2,5
721,VictorSA(182),Tiger Beer,03-Mar-13,2.3,5,2,4,3,9
722,"deanso(13,868)",Tiger Beer,24-May-21,2.1,4,3,4,3,7
723,AndreasJaeger(505),Tiger Beer,03-Feb-13,1.8,3,3,3,2,7
724,"Shaney(2,421)",Tiger Beer,01-Feb-13,2,4,2,5,2,7
725,"MarkSachon(1,176)",Tiger Beer,01-Feb-13,3.1,5,3,6,3,14
726,"strongpieman(1,651)",Tiger Beer,30-Jan-13,2.9,5,2,5,3,14
727,daniel0017(488),Tiger Beer,28-Jan-13,2.4,5,2,5,2,10
728,"Christian(15,929)",Tiger Beer,28-Jan-13,2.5,5,3,5,3,9
729,BeerFunGuy(874),Tiger Beer,27-Jan-13,2.7,4,2,6,3,12
730,"ccex(1,865)",Tiger Beer,27-Jan-13,1.8,4,1,5,2,6
731,"DutchDrebus(6,999)",Tiger Beer,23-Jan-13,2.6,6,2,5,2,11
732,"jamesie1857(2,375)",Tiger Beer,20-Jan-13,2.6,5,3,5,3,10
733,"olliejobbins(1,576)",Tiger Beer,17-Jan-13,2.2,3,3,5,2,9
734,high_on_hops(815),Tiger Beer,15-Jan-13,2.2,4,2,5,2,9
735,"EtTuCthulhu(1,391)",Tiger Beer,13-Jul-13,2.2,2,1,5,2,12
736,"bax(1,311)",Tiger Beer,08-Jan-13,1.3,2,1,3,2,5
737,Jonb5(702),Tiger Beer,08-Jan-13,2.7,6,3,6,2,10
738,Hateball16(105),Tiger Beer,07-Jan-13,2.7,5,4,6,3,9
739,"Singularity(7,459)",Tiger Beer,04-Jan-13,1.2,2,2,3,1,4
740,"CraftBeerNick(5,966)",Tiger Beer,02-Jan-13,1.6,2,2,3,2,7
741,Kurtos(325),Tiger Beer,30-Dec-12,2.3,5,3,4,3,8
742,TheBlackCloud(22),Tiger Beer,30-Dec-12,2.2,4,3,5,2,8
743,"Jow(5,909)",Tiger Beer,30-Dec-12,2.6,4,2,5,2,13
744,SheffieldSteel(118),Tiger Beer,28-Dec-12,3.3,7,3,6,3,14
745,"vadie(1,326)",Tiger Beer,28-Dec-12,2.3,5,2,4,3,9
746,"hallinghansen(4,962)",Tiger Beer,27-Dec-12,1.6,3,2,3,2,6
747,Beerbarella(348),Tiger Beer,17-Dec-12,2.9,5,4,6,3,11
748,"Yorker(3,808)",Tiger Beer,13-Dec-12,1.7,4,1,3,2,7
749,BFergus(14),Tiger Beer,11-Dec-12,3.2,7,5,8,5,7
750,rangerred(989),Tiger Beer,30-Nov-12,2.4,6,3,5,1,9
751,"Elwood(3,347)",Tiger Beer,30-Nov-12,1.9,3,4,3,2,7
752,"SHIG(8,817)",Tiger Beer,27-Nov-12,1.8,3,2,4,2,7
753,"jonnyguns(1,196)",Tiger Beer,26-Nov-12,1,2,2,2,2,2
754,"Bif(2,903)",Tiger Beer,24-Nov-12,3.1,6,3,6,3,13
755,Cinctus(207),Tiger Beer,23-Nov-12,0.7,1,1,1,1,3
756,"ads135(6,741)",Tiger Beer,22-Nov-12,1.9,4,3,3,3,6
757,"DrSilverworm(10,456)",Tiger Beer,14-Nov-12,2.5,5,3,3,3,11
758,"Fatehunter(3,318)",Tiger Beer,14-Nov-12,1,1,2,2,2,3
759,"Bamsen78(7,276)",Tiger Beer,01-Nov-12,2.1,4,3,4,3,7
760,andrewlol(63),Tiger Beer,24-Oct-12,2.6,5,4,5,3,9
761,"maekchu(5,196)",Tiger Beer,24-Oct-12,2.7,6,3,5,3,10
762,"fellebag(1,769)",Tiger Beer,19-Oct-12,2.8,5,3,6,2,12
763,"Patrickctenchi(7,259)",Tiger Beer,14-Oct-12,1.4,2,2,2,3,5
764,"olio(13,973)",Tiger Beer,13-Oct-12,1.8,3,2,3,2,8
765,"kiwianer(4,070)",Tiger Beer,11-Oct-12,2.5,5,4,5,2,9
766,beeracoon(514),Tiger Beer,10-Oct-12,2.2,3,2,5,2,10
767,"rarbring(2,290)",Tiger Beer,06-Oct-12,2.7,5,3,5,4,10
768,"SimplySike(1,575)",Tiger Beer,05-Oct-12,2.1,4,3,4,2,8
769,Sizzler80(501),Tiger Beer,05-Oct-12,2.2,4,2,4,2,10
770,"bergstaden(5,962)",Tiger Beer,04-Oct-12,1,2,2,2,1,3
771,"jrodooo5(2,335)",Tiger Beer,30-Sep-12,2.1,3,2,5,3,8
772,"zvikar(11,503)",Tiger Beer,25-Sep-12,1.7,3,2,4,2,6
773,"tmrmwel(3,641)",Tiger Beer,20-Sep-12,2.4,4,3,5,3,9
774,"bytemesis(12,576)",Tiger Beer,13-Sep-12,2.4,4,4,4,3,9
775,"SarkyNorthener(5,200)",Tiger Beer,11-Sep-12,1.7,2,2,4,2,7
776,TyggaBrown(430),Tiger Beer,10-Sep-12,2.1,3,3,4,3,8
777,"tomer(5,421)",Tiger Beer,08-Sep-12,1.1,3,2,2,1,3
778,"DSG(21,501)",Tiger Beer,07-Sep-12,1.6,2,3,3,2,6
779,Astaldo(166),Tiger Beer,05-Sep-12,2,3,2,4,3,8
780,"kerenmk(6,889)",Tiger Beer,05-Sep-12,1.9,4,3,5,2,5
781,acearl(510),Tiger Beer,29-Aug-12,2.7,5,2,5,2,13
782,MalcolmTucker(921),Tiger Beer,27-Aug-12,2.1,3,2,3,2,11
783,RxForHealth(180),Tiger Beer,26-Aug-12,1.2,2,2,3,1,4
784,Onionkid(376),Tiger Beer,25-Aug-12,1.1,2,1,2,1,5
785,darioklc(934),Tiger Beer,21-Aug-12,1.8,4,3,4,3,4
786,robloc303(268),Tiger Beer,21-Aug-12,1.1,2,2,2,2,3
787,"jmgreenuk(14,804)",Tiger Beer,04-Feb-13,1.8,4,2,3,2,7
788,"Linnet(2,246)",Tiger Beer,16-Aug-12,2.4,5,2,5,2,10
789,"fletchfighters(1,833)",Tiger Beer,09-Aug-12,2.2,5,3,4,2,8
790,Decman(25),Tiger Beer,06-Aug-12,2.8,5,3,5,3,12
791,"MichaelAwesome(7,163)",Tiger Beer,06-Aug-12,3.4,7,4,7,4,12
792,"McTapps(8,068)",Tiger Beer,06-Aug-12,3.1,6,3,7,4,11
793,omelas(43),Tiger Beer,04-Aug-12,2,4,3,5,4,4
794,"Beerheart65(1,503)",Tiger Beer,25-Jul-12,1.7,3,2,4,2,6
795,devilben02(281),Tiger Beer,23-Jul-12,2.1,4,2,4,2,9
796,edpeg(928),Tiger Beer,21-Jul-12,2.4,3,3,4,3,11
797,"The_Bish(1,118)",Tiger Beer,20-Jul-12,1.1,2,2,2,1,4
798,iacon(3),Tiger Beer,20-Jul-12,2.6,3,3,5,5,10
799,"Japalo(1,887)",Tiger Beer,10-Jul-12,2.6,3,5,4,2,12
800,"Gerbeer(5,627)",Tiger Beer,08-Jul-12,1.2,4,3,1,2,2
801,streve(105),Tiger Beer,08-Jul-12,3.9,7,4,8,4,16
802,"maxwelldeux(4,373)",Tiger Beer,04-Jul-12,1.2,2,2,2,3,3
803,Nomhab(16),Tiger Beer,26-Jun-12,1.4,2,2,2,1,7
804,"Martinus(5,017)",Tiger Beer,22-Jun-12,1.8,3,2,5,2,6
805,"SrSilliGose(3,350)",Tiger Beer,18-Jun-12,3.4,6,4,7,3,14
806,Snoopy168(1),Tiger Beer,17-Jun-12,3.8,5,4,8,4,17
807,"Kevnic2008(13,715)",Tiger Beer,16-Jun-12,1.7,3,2,2,2,8
808,"Kronebryg(1,123)",Tiger Beer,08-Jun-12,2.4,5,3,5,1,10
809,"tderoeck(14,778)",Tiger Beer,08-Jun-12,1.4,4,2,2,2,4
810,"teorn88(7,706)",Tiger Beer,04-Jun-12,1.8,4,2,4,2,6
811,"Holmen1(10,598)",Tiger Beer,31-May-12,2.6,3,3,5,4,11
812,"nazzty(1,531)",Tiger Beer,31-May-12,3.5,7,3,7,4,14
813,garmonbozia(450),Tiger Beer,30-May-12,1.3,2,2,3,2,4
814,"rumproasts(6,113)",Tiger Beer,30-May-12,1.7,3,2,3,3,6
815,"bunget(1,251)",Tiger Beer,29-May-12,1.5,2,2,3,2,6
816,"Idiosynkrasie(13,083)",Tiger Beer,28-May-12,1.7,3,3,3,2,6
817,"edgallow(5,016)",Tiger Beer,26-May-12,1.5,4,2,3,1,5
818,superflyguy(441),Tiger Beer,23-May-12,2.4,4,3,4,2,11
819,Digital_Aura(228),Tiger Beer,23-May-12,3.1,5,4,6,4,12
820,"ManVsBeer(15,884)",Tiger Beer,22-May-12,2.6,5,3,5,3,10
821,bt3680(32),Tiger Beer,20-May-12,2.9,4,3,7,4,11
822,"kermis(18,397)",Tiger Beer,19-May-12,2.1,3,3,4,2,9
823,"Arve_Christian(5,277)",Tiger Beer,19-May-12,1.9,4,5,3,2,5
824,"jaghana(7,418)",Tiger Beer,19-May-12,2.3,4,3,5,2,9
825,Aaron68(608),Tiger Beer,16-May-12,2.6,4,2,6,3,11
826,whitecap(289),Tiger Beer,15-May-12,2.5,6,2,6,3,8
827,jdpeebs(682),Tiger Beer,11-May-12,1.7,2,3,3,2,7
828,"BlackHaddock(11,825)",Tiger Beer,02-May-12,2.3,3,4,5,2,9
829,deusax(457),Tiger Beer,02-May-12,2,4,3,4,2,7
830,"WheatKing(1,351)",Tiger Beer,01-May-12,1,2,2,2,1,3
831,"rondphoto(5,071)",Tiger Beer,01-May-12,1.5,1,4,2,2,6
832,burgess1984(51),Tiger Beer,28-Apr-12,2.1,5,4,5,2,5
833,"boozedude(2,230)",Tiger Beer,22-Apr-12,1.8,4,2,4,2,6
834,"pushkinwow(3,602)",Tiger Beer,21-Apr-12,2.1,4,4,4,2,7
835,"thebeertourist(5,188)",Tiger Beer,14-Apr-12,2.2,4,3,4,3,8
836,Tiger_08(138),Tiger Beer,13-Apr-12,2.5,5,1,6,3,10
837,"Chudwick(4,458)",Tiger Beer,06-Apr-12,2.3,4,3,4,3,9
838,"Metalchopz(5,420)",Tiger Beer,05-Apr-12,2.5,6,2,5,2,10
839,Rangi(671),Tiger Beer,03-Apr-12,2.7,5,3,5,3,11
