,아이디,맥주이름,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
1585,zborgerd(187),Carlsberg Pilsner,02-Aug-03,2.3,3,2,5,2,11
1587,grant(842),Carlsberg Pilsner,29-Jul-03,1.1,1,2,3,1,4
1588,"Rastacouere(6,175)",Carlsberg Pilsner,22-Jul-03,2.2,5,2,3,2,10
1590,"rlgk(18,838)",Carlsberg Pilsner,20-Jul-03,2.7,5,3,5,3,11
1591,"beermatrix(1,497)",Carlsberg Pilsner,15-Jul-03,3.1,5,3,6,3,14
1592,"Christian(15,929)",Carlsberg Pilsner,27-Apr-08,2.7,6,3,5,3,10
1594,"BeerLimey(2,277)",Carlsberg Pilsner,27-Jun-03,2.3,5,2,6,2,8
1597,"hopscotch(11,918)",Carlsberg Pilsner,21-Aug-07,1.3,3,3,3,1,3
1598,wnp22(698),Carlsberg Pilsner,02-Jun-03,2.6,6,3,5,2,10
1600,Aesir(130),Carlsberg Pilsner,21-May-03,1.5,3,2,4,1,5
1602,Eirikur(386),Carlsberg Pilsner,09-May-03,1.6,4,3,3,1,5
1603,vwsteggie(684),Carlsberg Pilsner,20-Apr-03,3.1,6,3,7,3,12
1604,"haukur(2,184)",Carlsberg Pilsner,10-Apr-03,1.3,2,3,2,2,4
1605,"maupie(2,662)",Carlsberg Pilsner,07-Apr-03,3.3,6,3,6,3,15
1606,"Prostman(1,077)",Carlsberg Pilsner,06-Apr-03,2.8,5,3,7,3,10
1607,Duffbeer(192),Carlsberg Pilsner,26-Mar-03,3.1,6,3,6,3,13
1608,"WISEGUY572(1,377)",Carlsberg Pilsner,19-Mar-03,2.3,4,3,5,2,9
1609,Voivod(304),Carlsberg Pilsner,18-Mar-03,1.8,4,2,4,1,7
1612,"DYCSoccer17(3,739)",Carlsberg Pilsner,12-Mar-03,2.0,4,2,4,3,7
1613,"rickgordon(3,878)",Carlsberg Pilsner,09-Mar-03,2.2,4,3,3,3,9
1615,"JK(7,129)",Carlsberg Pilsner,08-Mar-03,2.5,5,2,6,2,10
1616,blank(996),Carlsberg Pilsner,04-Mar-03,2.6,3,2,6,3,12
1619,"Boystout(1,000)",Carlsberg Pilsner,01-Mar-03,2.4,5,2,4,3,10
1620,"crazyvin(2,026)",Carlsberg Pilsner,28-Feb-03,1.6,2,2,4,3,5
1625,"Vac(2,445)",Carlsberg Pilsner,03-Feb-03,1.5,1,2,4,3,5
1627,"harlequinn(2,744)",Carlsberg Pilsner,21-Jan-03,2.3,3,2,7,2,9
1629,jayme9874(756),Carlsberg Pilsner,16-Jan-03,1.3,3,2,3,2,3
1632,"diabel(1,836)",Carlsberg Pilsner,01-Jun-07,2.2,4,3,4,2,9
1633,"jgb9348(8,873)",Carlsberg Pilsner,10-Jan-03,0.8,2,1,1,1,3
1634,"presario(4,914)",Carlsberg Pilsner,07-Jan-03,2.7,5,3,6,3,10
1635,"CapFlu(5,136)",Carlsberg Pilsner,04-Jan-03,2.2,4,2,6,2,8
1638,hayden1215(321),Carlsberg Pilsner,25-Dec-02,1.6,3,2,4,2,5
1640,"muzzlehatch(4,975)",Carlsberg Pilsner,23-Dec-02,2.0,3,3,4,2,8
1642,"Hansen(8,769)",Carlsberg Pilsner,22-Dec-02,2.0,3,2,4,3,8
1643,"Radek Kliber(7,942)",Carlsberg Pilsner,29-Mar-08,1.5,3,2,3,2,5
1645,"Crit(4,553)",Carlsberg Pilsner,20-Dec-02,2.8,5,3,5,3,12
1646,"OKBeer(1,175)",Carlsberg Pilsner,03-Aug-04,2.8,6,3,5,3,11
1649,"TipsyMcStager(1,140)",Carlsberg Pilsner,10-Dec-02,2.5,4,2,5,2,12
1652,"Cartoonkhaki(1,380)",Carlsberg Pilsner,30-Nov-02,3.1,7,2,6,3,13
1654,"mrkimchee(1,414)",Carlsberg Pilsner,16-Nov-02,1.9,3,3,4,2,7
1656,"skortila(6,537)",Carlsberg Pilsner,04-Nov-02,2.2,4,2,5,2,9
1657,"caesar(7,642)",Carlsberg Pilsner,02-Nov-02,1.8,3,2,4,2,7
1658,"austinpowers(2,835)",Carlsberg Pilsner,23-Oct-02,1.5,4,2,4,2,3
1660,"madsberg(11,906)",Carlsberg Pilsner,14-Feb-03,2.6,5,3,5,3,10
1661,"Ungstrup(47,148)",Carlsberg Pilsner,13-Jan-04,2.0,4,1,4,3,8
1662,grant60(185),Carlsberg Pilsner,14-Oct-02,2.4,5,4,4,2,9
1663,KingPinHead(390),Carlsberg Pilsner,08-Oct-02,2.7,5,3,6,3,10
1665,"NJBeerman013(1,054)",Carlsberg Pilsner,29-Sep-02,2.0,4,3,5,2,6
1667,"jazz88(2,688)",Carlsberg Pilsner,26-Sep-02,2.0,4,2,4,2,8
1672,"beerguy101(5,360)",Carlsberg Pilsner,20-Sep-02,2.5,5,3,4,2,11
1673,"pivo(2,691)",Carlsberg Pilsner,16-Sep-02,2.2,4,2,4,3,9
1674,"YogiBeera(2,570)",Carlsberg Pilsner,16-Sep-02,1.6,3,2,4,2,5
1675,"PorterPounder(9,956)",Carlsberg Pilsner,15-Jun-13,2.3,4,3,4,3,9
1676,"bierkoning(18,267)",Carlsberg Pilsner,13-Sep-02,1.8,5,3,3,1,6
1680,Ringo(964),Carlsberg Pilsner,05-Sep-02,2.0,4,2,4,2,8
1681,"Braudog(7,989)",Carlsberg Pilsner,02-Sep-02,3.1,6,4,6,3,12
1682,"Panzuriel(2,662)",Carlsberg Pilsner,23-Aug-02,1.3,2,2,2,2,5
1683,"Kåstå(1,273)",Carlsberg Pilsner,02-Apr-04,2.5,5,3,5,2,10
1684,"Hildigöltur(5,102)",Carlsberg Pilsner,15-Mar-04,1.5,3,2,3,2,5
1685,"jerohen(2,619)",Carlsberg Pilsner,11-Aug-02,3.1,7,3,6,3,12
1687,007lund(92),Carlsberg Pilsner,29-Jul-02,1.8,4,3,2,2,7
1690,mwesth(279),Carlsberg Pilsner,24-Jul-02,2.0,4,3,4,1,8
1691,"ClarkVV(8,637)",Carlsberg Pilsner,16-Jul-02,1.8,5,2,4,1,6
1692,MaxPower(961),Carlsberg Pilsner,12-Jul-02,2.3,4,3,3,3,10
1693,"DougShoemaker(3,146)",Carlsberg Pilsner,11-Jul-02,2.5,5,2,5,3,10
1694,"PhillyBeer2112(3,236)",Carlsberg Pilsner,02-Jul-02,1.7,4,1,4,1,7
1695,"OlJuntan64(1,264)",Carlsberg Pilsner,16-Jun-02,2.0,3,2,4,2,9
1696,"Nuffield(4,372)",Carlsberg Pilsner,16-Jun-02,1.0,1,3,2,2,2
1697,"argo0(14,126)",Carlsberg Pilsner,13-Jun-02,2.3,4,3,5,2,9
1703,caledonian(367),Carlsberg Pilsner,12-Jan-04,2.8,5,2,6,3,12
1705,"Andrew196(2,408)",Carlsberg Pilsner,01-May-02,2.6,6,3,5,3,9
1706,"kmeves(1,098)",Carlsberg Pilsner,25-Apr-02,2.9,5,3,6,2,13
1707,"omhper(31,585)",Carlsberg Pilsner,18-Apr-02,1.1,1,2,2,1,5
1708,"Sigmund(11,230)",Carlsberg Pilsner,18-Apr-02,2.7,5,3,5,3,11
1711,Tom Servo(424),Carlsberg Pilsner,08-Apr-02,2.5,6,2,5,2,10
1712,"estoppel(1,028)",Carlsberg Pilsner,05-Apr-02,1.2,2,2,2,1,5
1714,"Aurelius(6,609)",Carlsberg Pilsner,22-Mar-02,1.8,4,1,4,2,7
1716,"Davhgbrew(1,071)",Carlsberg Pilsner,07-Mar-02,3.2,5,2,7,3,15
1717,ravidesai(985),Carlsberg Pilsner,06-Mar-02,1.7,3,2,4,1,7
1718,"Ernest(8,888)",Carlsberg Pilsner,29-Jul-07,2.2,5,2,4,2,9
1719,"Dogbrick(17,760)",Carlsberg Pilsner,25-Feb-02,2.6,4,3,5,3,11
1725,"pilsnerrogge(3,722)",Carlsberg Pilsner,14-Oct-09,1.0,2,2,2,1,3
1726,mutant(854),Carlsberg Pilsner,27-Jan-02,2.8,6,2,6,2,12
1727,"duff(5,045)",Carlsberg Pilsner,25-Jan-02,2.0,4,2,4,2,8
1729,Brian(145),Carlsberg Pilsner,16-Jan-02,1.1,3,3,2,1,2
1730,"Volgon(2,761)",Carlsberg Pilsner,10-Jan-07,2.1,5,2,4,2,8
1733,40oz(181),Carlsberg Pilsner,04-Dec-01,1.9,3,2,4,2,8
1734,fishman(350),Carlsberg Pilsner,03-Dec-01,3.0,4,3,5,3,15
1737,"21iceman40(1,735)",Carlsberg Pilsner,19-Nov-01,3.5,7,4,6,4,14
1738,"beerledgend(1,193)",Carlsberg Pilsner,12-Nov-01,3.3,7,3,6,2,15
1739,"joet(2,898)",Carlsberg Pilsner,08-Nov-01,1.5,2,2,3,2,6
1742,"motelpogo(7,698)",Carlsberg Pilsner,11-Oct-01,1.8,3,2,4,2,7
1743,"jbrus(4,987)",Carlsberg Pilsner,28-Sep-01,2.6,5,4,7,3,7
1744,"Mads Langtved(2,240)",Carlsberg Pilsner,16-Aug-03,3.3,7,3,6,3,14
1745,dins(266),Carlsberg Pilsner,23-Sep-01,2.3,3,2,5,3,10
1747,hennes(934),Carlsberg Pilsner,06-Sep-01,2.4,4,3,5,3,9
1749,"Slick(1,970)",Carlsberg Pilsner,25-Aug-03,3.3,6,4,6,3,14
1759,"Oakes(25,640)",Carlsberg Pilsner,17-Jan-01,2.7,5,2,6,3,11
1761,"Gusler(2,653)",Carlsberg Pilsner,19-Jan-03,2.8,6,3,6,3,10
1762,Sammys(427),Carlsberg Pilsner,07-Sep-00,2.4,4,3,5,3,9
1763,"Bov(14,984)",Carlsberg Pilsner,04-Apr-07,1.9,3,2,5,2,7
18,OzarkElmo(372),Heineken,26-Oct-20,3.7,7,4,8,3,15
22,"gyllenbock(13,891)",Heineken,24-Sep-20,1.7,3,2,3,2,7
28,"Jerseyislandbeer(3,019)",Heineken,12-Aug-20,2.6,5,3,5,2,11
29,"ttoadee(2,941)",Heineken,29-Jul-20,2.7,4,3,5,3,12
41,olberic(514),Heineken,31-May-20,3.0,6,4,5,3,12
42,"Thomas_W1(2,666)",Heineken,26-May-20,2.6,5,3,5,2,11
59,"sharkydodson(4,450)",Heineken,17-Dec-19,3.2,7,4,6,3,12
65,NobleTeam26(760),Heineken,07-Dec-19,2.5,5,3,5,3,9
75,AndreiProdan(221),Heineken,30-Dec-19,2.9,6,3,6,3,11
76,"kolemkoukolem(2,319)",Heineken,28-Mar-20,1.5,3,2,2,1,7
78,"jhsnitz1(1,060)",Heineken,25-Sep-19,1.3,2,2,3,2,4
84,shoestring(649),Heineken,12-Sep-19,3.7,6,4,7,4,16
85,BojanM(313),Heineken,02-Sep-19,1.5,3,2,4,1,5
87,CiderChamp44(352),Heineken,18-Aug-19,2.5,4,3,5,4,9
91,Radubrew(228),Heineken,05-Aug-19,1.4,5,1,2,1,5
95,"BeerVegard(1,124)",Heineken,30-Jul-19,1.6,2,3,2,3,6
99,"ophone(1,379)",Heineken,06-Jul-19,2.7,3,3,6,3,12
100,"Tasche39(1,076)",Heineken,02-Jul-19,1.1,2,1,2,1,5
101,"FunkyF(2,561)",Heineken,30-Jun-19,3.0,6,3,6,3,12
104,tmdaines(668),Heineken,24-Jun-19,2.2,4,2,5,2,9
105,"dimeon(1,602)",Heineken,23-Jun-19,3.0,6,3,6,3,12
108,PubRespek15(360),Heineken,03-Apr-20,2.6,5,3,5,2,11
116,badpuppy69(825),Heineken,31-May-19,2.4,4,4,4,3,9
130,"Goldbarren(3,899)",Heineken,23-Apr-19,2.6,6,2,4,3,11
140,"17Beer(1,413)",Heineken,16-Mar-19,2.7,4,3,4,3,13
148,radassace(910),Heineken,25-Feb-19,2.9,6,3,6,2,12
153,"dantomlinson(1,455)",Heineken,11-Feb-19,2.3,3,2,6,3,9
166,"Cristobal37(2,217)",Heineken,15-Jan-19,2.6,5,3,6,1,11
168,"Suco(1,142)",Heineken,11-Jan-19,1.8,4,2,4,1,7
175,DraftSensei110(693),Heineken,27-Dec-18,1.8,4,2,3,2,7
185,"sparta(2,460)",Heineken,16-Nov-18,2.7,5,3,5,3,11
193,MaltTasty27(502),Heineken,19-Jul-19,2.7,5,3,5,3,11
195,"FlightLees22(1,480)",Heineken,25-Oct-18,2.5,5,2,5,2,11
200,"DraftPours23(2,293)",Heineken,28-Sep-18,2.5,5,2,6,2,10
201,panda_brewmaster(808),Heineken,27-Sep-18,2.9,6,4,6,3,10
204,"bilcho1(1,442)",Heineken,21-Sep-18,1.8,3,4,2,2,7
209,sephyrott(677),Heineken,17-Sep-18,1.1,1,2,3,1,4
214,"fombe89(7,709)",Heineken,28-Aug-18,1.3,2,2,2,1,6
221,"simontomlinson(3,782)",Heineken,11-Aug-18,3.2,6,3,6,3,14
225,"borowik(1,132)",Heineken,01-Apr-19,1.5,3,2,3,2,5
227,"WillemsUrenkel(3,640)",Heineken,26-Jul-18,1.9,3,3,3,3,7
228,JuanCC(305),Heineken,20-Jul-18,2.0,1,4,5,2,8
229,Brokkie(785),Heineken,19-Jul-18,3.0,7,4,5,3,11
240,Flag08(458),Heineken,28-Jul-18,3.0,6,3,6,3,12
242,"franclh(3,853)",Heineken,09-Jun-18,3.3,7,3,7,3,13
249,as1999(407),Heineken,18-Apr-19,2.6,6,2,6,3,9
252,"biir(2,879)",Heineken,18-May-18,2.6,6,2,5,2,11
255,"ANZUShophunter(1,947)",Heineken,09-May-18,2.2,4,2,5,2,9
259,"Grisza77(1,707)",Heineken,27-Apr-18,2.0,3,4,4,2,7
260,"motthes(1,316)",Heineken,25-Apr-18,1.5,3,3,3,3,3
263,yerffoeg(710),Heineken,14-Apr-18,2.0,3,2,5,2,8
268,Mota1985(172),Heineken,29-Mar-18,2.8,5,3,6,3,11
269,mkcmagico(996),Heineken,28-Dec-20,2.6,5,3,5,2,11
274,"z87(2,777)",Heineken,13-Mar-18,1.5,3,2,2,2,6
276,"maciejgmaciej(2,311)",Heineken,19-Sep-20,2.8,5,3,6,3,11
277,"superspak(9,600)",Heineken,07-Mar-18,3.7,7,4,7,4,15
280,"Kauge(2,508)",Heineken,22-Feb-18,1.8,4,2,4,2,6
284,Rex_Remes(590),Heineken,21-Jun-18,2.4,4,2,5,3,10
287,"ttppk197(2,870)",Heineken,30-Jul-19,1.2,3,1,3,1,4
291,"Scrumpy369(1,462)",Heineken,24-Jan-18,1.5,3,2,3,2,5
296,"Tessic(1,879)",Heineken,31-Dec-17,2.2,5,2,4,3,8
304,blariacum(790),Heineken,09-Dec-17,2.2,4,3,3,3,9
305,"caketm(3,633)",Heineken,05-Dec-17,2.7,6,3,5,3,10
307,"wombat23(3,363)",Heineken,01-Dec-17,2.3,4,3,4,3,9
308,deepdrinker(384),Heineken,02-Dec-17,1.9,4,2,4,1,8
310,sjorsvdg(927),Heineken,25-Nov-17,2.2,4,3,4,2,9
311,dzenkalpic(140),Heineken,14-Nov-17,2.0,4,2,4,2,8
314,defabant(451),Heineken,07-Nov-17,1.0,1,1,2,2,4
317,jooilakon(931),Heineken,04-Nov-17,2.2,4,2,4,3,9
318,"Salian(1,308)",Heineken,01-Nov-17,2.2,4,3,5,2,8
325,"macca147(1,839)",Heineken,16-Oct-17,2.1,4,3,4,2,8
329,"stantheman(1,929)",Heineken,10-Oct-17,2.0,2,5,5,3,5
330,gaara1221(890),Heineken,05-Oct-17,2.6,4,4,5,2,11
334,"chinchill(6,207)",Heineken,25-Sep-17,2.6,5,3,5,3,10
336,"bunget(1,251)",Heineken,22-Sep-17,1.9,4,3,3,2,7
339,"biilz(1,382)",Heineken,12-Sep-17,2.3,5,2,5,2,9
344,"Piepenhenrich(2,598)",Heineken,01-Sep-17,1.9,5,2,5,2,5
345,p0urmeac0ld0ne(791),Heineken,01-Sep-17,2.9,3,4,7,5,10
353,GreenCat(523),Heineken,12-Aug-17,1.9,4,3,4,2,6
355,Davros IX(895),Heineken,07-Aug-17,3.1,5,4,7,3,12
360,"Bitterbill(2,895)",Heineken,25-Jul-17,2.7,5,4,4,4,10
362,"nathanvc(3,596)",Heineken,24-Jul-17,1.8,4,2,3,2,7
363,"loscovar(1,399)",Heineken,23-Jul-17,1.6,4,3,3,2,4
365,"Ritzn(3,777)",Heineken,18-Jul-17,2.3,6,3,5,2,7
366,"AdamChandler(5,896)",Heineken,17-Jul-17,2.1,5,2,5,3,6
367,"hawthorne00(6,208)",Heineken,14-Jul-17,2.6,5,2,5,3,11
369,"wilde_joost59(1,223)",Heineken,10-Jul-17,2.9,5,3,6,3,12
371,Maits(850),Heineken,07-Jul-17,2.3,4,3,5,2,9
373,kybo92(114),Heineken,04-Jul-17,4.1,8,4,8,4,17
374,"dutchdarthvader(1,713)",Heineken,15-Aug-18,3.6,7,5,7,2,15
377,MarcoBasile(590),Heineken,27-Jun-17,1.4,2,2,3,2,5
382,"surething_ii(4,333)",Heineken,06-Jun-17,2.5,5,3,3,3,11
389,"DejanSt(1,856)",Heineken,23-May-17,2.3,2,3,4,3,11
390,"stevoj(11,194)",Heineken,21-May-17,2.5,5,3,5,2,10
398,"gripweed57(5,137)",Heineken,04-May-17,3.2,7,3,7,4,11
401,djcampbell(944),Heineken,18-Feb-18,1.5,2,3,2,2,6
403,"thejackpacker(2,101)",Heineken,04-Jun-21,2.5,4,3,5,3,10
407,"olsvammel(8,049)",Heineken,16-Apr-17,1.7,3,2,3,3,6
410,"azzurro(1,764)",Heineken,12-Apr-17,2.5,5,3,5,2,10
411,stupre(538),Heineken,02-Apr-17,2.0,3,3,4,3,7
412,"Inoven(2,371)",Heineken,29-Mar-17,2.9,6,3,5,3,12
414,"Calisky(4,495)",Heineken,16-Mar-17,1.7,3,3,2,3,6
415,Pershing(748),Heineken,16-Jan-18,2.2,4,3,3,2,10
416,"PilsnerDoctor32(2,003)",Heineken,12-Mar-17,2.5,5,4,5,3,8
418,"TomHendriksen(4,501)",Heineken,08-Mar-17,3.2,7,3,6,3,13
421,Acaro(472),Heineken,10-Jul-17,1.6,3,2,3,3,5
423,"Rubin77(6,675)",Heineken,27-Feb-17,2.2,5,3,4,2,8
424,"AleMuse25(1,055)",Heineken,26-Feb-17,2.1,1,4,2,4,10
427,"izikk(1,055)",Heineken,14-Feb-17,1.6,3,2,3,1,7
429,vlada94(541),Heineken,10-Feb-17,2.5,1,5,5,4,10
432,HighSparkDiesel(620),Heineken,04-Feb-17,2.6,5,3,5,3,10
433,Nonshaugen(966),Heineken,26-Jan-17,2.3,4,3,4,3,9
434,Pallleon(508),Heineken,25-Jan-17,2.6,5,3,5,3,10
435,"jandorris(1,048)",Heineken,21-Jan-17,2.1,6,2,3,2,8
437,"explosivedog(6,753)",Heineken,18-Jan-17,1.7,3,2,3,3,6
440,"Grumbo(13,093)",Heineken,14-Jan-17,1.5,3,3,3,2,4
441,ZxWx(208),Heineken,14-Jan-17,1.5,1,2,2,2,8
443,"Hoppy_Luke(2,475)",Heineken,13-Jan-17,1.2,3,2,3,1,3
446,"phfyysik(2,441)",Heineken,04-Jan-17,1.9,3,2,4,3,7
447,"Emeister84(3,278)",Heineken,02-Jan-17,2.3,4,2,4,2,11
449,jzi(314),Heineken,28-Dec-16,1.5,2,3,2,2,6
452,"ianwelby(2,847)",Heineken,24-Dec-16,2.5,6,4,5,2,8
454,"PowY(3,459)",Heineken,17-Dec-16,2.5,5,3,6,2,9
456,juvedp(76),Heineken,07-Dec-16,1.9,3,3,2,3,8
461,"PugUglyBrewer(1,038)",Heineken,27-Nov-16,2.7,4,4,5,3,11
473,"Johnsense(2,223)",Heineken,20-Oct-16,1.6,3,2,2,2,7
474,"Skarecrow(1,734)",Heineken,16-Oct-16,1.9,3,3,4,1,8
476,"VamboladeTolly(2,253)",Heineken,13-Oct-16,2.9,6,3,6,3,11
477,Oiolosse(260),Heineken,12-Oct-16,2.0,4,3,4,3,6
479,"GenDV138(9,212)",Heineken,09-Oct-16,2.0,4,4,4,3,5
481,"evannell(3,031)",Heineken,30-Sep-16,2.8,5,4,5,3,11
484,klukas(900),Heineken,22-Sep-16,2.1,4,2,4,2,9
486,"jjsint(5,753)",Heineken,17-Sep-16,2.8,4,4,6,4,10
488,pityu(911),Heineken,05-Sep-16,2.1,4,2,4,3,8
491,"17wojownik(1,351)",Heineken,03-Sep-16,3.2,3,4,8,2,15
492,"MatiF96(1,137)",Heineken,21-Feb-19,2.0,4,2,4,2,8
496,"Towey1989(5,546)",Heineken,24-Aug-16,2.4,3,4,3,4,10
499,"hrabren(4,843)",Heineken,13-Aug-16,2.4,5,3,5,3,8
502,"drpimento(5,772)",Heineken,10-Aug-16,1.7,5,4,3,2,3
506,Myonlyvice(709),Heineken,30-Jul-16,2.5,4,3,4,4,10
510,Tjomleif(312),Heineken,23-Jul-16,1.5,3,2,3,2,5
512,kdd230(107),Heineken,16-Jul-16,2.1,3,3,4,3,8
516,pijepiwo(986),Heineken,08-Jul-16,1.6,3,3,4,2,4
517,"Bitek(1,291)",Heineken,14-Feb-20,2.3,4,3,4,2,10
518,hamilton_w(347),Heineken,02-Jul-16,2.3,5,2,5,3,8
521,"Wendigo(3,750)",Heineken,24-Jun-16,2.0,3,2,5,2,8
523,"lmojoh(3,413)",Heineken,13-Apr-21,2.4,4,3,5,3,9
525,Demens(766),Heineken,14-Jun-16,0.8,3,1,1,1,2
527,"rami_pl(11,431)",Heineken,23-Feb-17,1.2,2,2,2,2,4
534,"rhoihessegold(6,528)",Heineken,28-May-16,1.6,3,3,3,2,5
539,"MetalMurphy(1,419)",Heineken,16-May-16,2.5,5,4,5,4,7
541,"Quick3Beers(2,450)",Heineken,04-May-16,0.6,1,2,1,1,1
543,"King_Alex_II(1,227)",Heineken,25-Apr-16,2.5,4,3,6,3,9
545,"Sissio(2,126)",Heineken,23-Apr-16,2.1,4,3,4,3,7
548,"nephirem(1,589)",Heineken,21-Apr-16,1.7,4,2,4,2,5
550,"Turtles(3,710)",Heineken,19-Apr-16,2.0,4,3,3,2,8
552,"L_Lovecraft(1,133)",Heineken,13-Apr-16,1.0,2,2,2,1,3
561,"tightslice(2,538)",Heineken,01-Apr-16,1.0,2,2,2,2,2
562,lokis333(942),Heineken,30-Mar-16,1.3,2,1,3,3,4
563,"Gangstergafje(2,562)",Heineken,28-Mar-16,3.0,6,3,6,3,12
564,"corkyrory66(5,023)",Heineken,20-Mar-16,0.5,1,1,1,1,1
565,"efeesse(1,209)",Heineken,13-Mar-16,2.6,6,4,5,4,7
570,"Gurthnar(9,389)",Heineken,06-Mar-16,2.5,5,4,4,2,10
572,Padchenko(674),Heineken,26-Feb-16,1.6,3,3,3,2,5
574,"Jorn69(5,346)",Heineken,01-May-16,1.8,3,2,3,2,8
576,"Sven1973(1,358)",Heineken,20-Feb-16,2.3,4,3,5,3,8
577,"Niller(1,706)",Heineken,18-Feb-16,1.9,4,2,4,2,7
582,nausicaaonacids(50),Heineken,31-Jan-16,1.8,2,2,2,2,10
583,"midovark(3,649)",Heineken,13-Jun-17,2.2,4,2,5,3,8
584,daydesiang(117),Heineken,04-Feb-16,1.6,3,2,4,2,5
586,damzz(764),Heineken,23-Jan-16,2.7,2,5,4,5,11
591,donandres(837),Heineken,06-Jan-16,1.9,3,3,3,3,7
592,"Nurmis(1,921)",Heineken,05-Jan-16,1.9,4,2,4,3,6
593,BenWesthof(196),Heineken,05-Jan-16,4.5,9,4,9,4,19
596,LasseVPedersen(502),Heineken,31-Dec-15,2.0,3,3,4,2,8
598,"Cunningham(11,610)",Heineken,27-Dec-15,2.2,3,3,3,3,10
602,"drmet(1,451)",Heineken,20-Dec-15,2.8,5,5,5,3,10
604,Gubihumle(618),Heineken,16-Dec-15,1.6,3,2,3,2,6
609,"bth122(2,060)",Heineken,11-Dec-15,2.8,6,3,6,3,10
611,"PiwnyMarek(1,360)",Heineken,05-Dec-15,2.0,5,2,4,1,8
612,"mithe(2,741)",Heineken,04-Dec-15,2.4,4,3,5,3,9
613,"sjogro(9,251)",Heineken,01-Dec-15,2.3,5,3,6,2,7
617,Kosmokrator(849),Heineken,22-Nov-15,2.0,4,2,4,2,8
618,"Nevalainen(1,241)",Heineken,21-Nov-15,2.0,3,3,3,3,8
619,Vestlake(279),Heineken,20-Nov-15,2.3,4,3,4,2,10
621,"Zlotta(7,216)",Heineken,18-Nov-15,2.6,5,3,5,2,11
622,"Fin(14,485)",Heineken,15-Nov-15,2.5,5,3,5,2,10
625,"Lonick(2,706)",Heineken,13-Nov-15,2.5,5,3,5,3,9
629,"labeerinthum(5,295)",Heineken,01-Nov-15,2.3,4,2,6,3,8
632,Bierdimpfe(640),Heineken,30-Oct-15,2.4,5,2,4,2,11
634,"DrNosha(6,192)",Heineken,29-Oct-15,1.4,3,3,2,1,5
635,DavidAust(288),Heineken,27-Oct-15,2.2,4,3,3,2,10
636,Larry_Duffman(963),Heineken,07-Jun-17,2.2,4,3,4,3,8
641,fid600(81),Heineken,15-Oct-15,2.2,5,3,4,3,7
644,MrGrigg182(497),Heineken,11-Oct-15,1.5,4,2,3,2,4
645,"DoctorHU(1,641)",Heineken,09-Oct-15,3.1,5,5,6,3,12
646,"LazyPyro(5,591)",Heineken,08-Oct-15,2.7,4,3,5,3,12
647,"adamnase(1,437)",Heineken,06-Oct-15,1.8,4,2,4,2,6
648,"szymonskc(1,647)",Heineken,05-Oct-15,1.5,3,3,3,3,3
651,"Iphonephan(9,867)",Heineken,27-Sep-15,2.1,5,3,4,2,7
654,"cagou007(1,298)",Heineken,16-Sep-15,2.5,5,3,5,3,9
662,OnTheTrail(955),Heineken,31-Aug-15,2.6,4,3,5,4,10
663,"TorbenJensen(1,822)",Heineken,30-Aug-15,2.2,3,2,3,2,12
664,"gegwilson(4,862)",Heineken,30-Aug-15,1.9,4,3,3,2,7
669,"Cimbasso(1,784)",Heineken,26-Aug-15,1.2,2,3,2,2,3
670,"ozzy70(2,809)",Heineken,24-Aug-15,1.5,3,1,2,2,7
673,"gyhallmanti(1,292)",Heineken,04-Aug-18,2.0,4,2,4,2,8
679,"TET(4,773)",Heineken,06-Aug-15,1.6,3,3,2,3,5
680,einherjar(739),Heineken,05-Aug-15,1.0,3,2,2,1,2
681,"JaKeAFC(1,767)",Heineken,02-Aug-15,2.2,4,3,4,2,9
685,"colui72(3,023)",Heineken,28-Jul-15,1.1,1,3,1,2,4
689,nazbion(302),Heineken,25-Jul-15,2.1,4,3,4,2,8
693,"nybol(4,129)",Heineken,08-Jul-15,1.4,3,2,3,2,4
695,"kryon(4,719)",Heineken,04-Jul-15,2.7,5,2,6,3,11
698,"funcut(1,219)",Heineken,29-Jun-15,1.5,3,3,3,3,3
700,"zacgillbanks(7,572)",Heineken,15-Mar-20,2.4,4,2,5,3,10
702,"yiannnos(1,254)",Heineken,19-Jun-15,1.6,3,3,3,3,4
703,mauroruellas(900),Heineken,19-Jun-15,4.1,8,4,9,4,16
704,"jamaty(2,549)",Heineken,17-Jun-15,1.7,4,3,3,2,5
708,"Aggiebob(3,138)",Heineken,02-Jun-21,3.2,5,5,5,4,13
710,"Trolleo(6,120)",Heineken,15-Mar-17,1.7,3,3,3,1,7
712,Rhombic(366),Heineken,28-Aug-15,1.8,3,3,4,2,6
714,tbonde(386),Heineken,05-Jun-15,2.8,6,4,6,4,8
716,"huineman(1,136)",Heineken,30-May-15,1.2,2,5,1,1,3
717,"Mark_Eck(2,000)",Heineken,27-May-15,1.2,1,2,2,1,6
718,"kto(2,973)",Heineken,26-Jul-18,2.5,6,3,4,3,9
720,"Travlr(30,303)",Heineken,23-May-15,1.8,4,3,5,2,4
721,EkinTelli(122),Heineken,20-May-15,3.4,8,4,7,3,12
722,KoRoBeNiKi(157),Heineken,19-May-15,1.3,2,2,2,3,4
724,Keukeman(367),Heineken,17-May-15,2.8,6,3,5,3,11
725,SamTheBarrel(950),Heineken,16-May-15,1.8,4,3,4,3,4
